movie_id,Name of movie,Year of release,Rating,Votes,Genre
1263,Django,1966,7.2,25619,"Action,Western"
1264,Baisers volés,1968,7.7,12642,"Comedy,Drama,Romance"
1265,Harold and Maude,1971,7.9,72142,"Comedy,Drama,Romance"
1266,Viskningar och rop,1972,8.1,31149,Drama
1267,Monty Python and the Holy Grail,1975,8.2,508815,"Adventure,Comedy,Fantasy"
1268,Phantom of the Paradise,1974,7.4,17503,"Comedy,Drama,Fantasy"
1269,A Boy and His Dog,1975,6.5,16855,"Comedy,Drama,Sci-Fi"
1270,Assault on Precinct 13,1976,7.4,45350,"Action,Crime,Thriller"
1271,The Little Girl Who Lives Down the Lane,1976,7.0,13663,"Drama,Horror,Mystery"
1272,Rabid,1977,6.3,16801,"Horror,Sci-Fi"
1273,The Driver,1978,7.2,14890,"Action,Crime,Thriller"
1274,Halloween,1978,7.7,237561,"Horror,Thriller"
1275,Watership Down,1978,7.6,34399,"Animation,Adventure,Drama"
1276,Zombi 2,1979,6.8,26068,Horror
1277,Alligator,1980,6.0,10994,"Horror,Sci-Fi,Thriller"
1278,The Burning,1981,6.4,16700,Horror
1279,The Howling,1981,6.6,32053,Horror
1280,Basket Case,1982,6.2,16788,"Comedy,Horror"
1281,Swamp Thing,1982,5.4,13316,"Horror,Sci-Fi"
1282,All the Right Moves,1983,5.9,16055,"Drama,Romance,Sport"
1283,Mr. Mom,1983,6.6,21637,"Comedy,Drama"
1284,The Outsiders,1983,7.1,77576,"Crime,Drama"
1285,Friday the 13th: The Final Chapter,1984,6.0,46521,"Horror,Thriller"
1286,A Nightmare on Elm Street,1984,7.5,211383,Horror
1287,Pee-wee's Big Adventure,1985,7.0,50105,"Adventure,Comedy,Family"
1288,The Quiet Earth,1985,6.8,24909,"Drama,Mystery,Sci-Fi"
1289,The Return of the Living Dead,1985,7.3,55843,"Comedy,Horror,Sci-Fi"
1290,Rocky IV,1985,6.9,191263,"Drama,Sport"
1291,Teen Wolf,1985,6.1,47501,"Comedy,Fantasy,Romance"
1292,The Money Pit,1986,6.4,53437,Comedy
1293,Poltergeist II: The Other Side,1986,5.7,25451,Horror
1294,Bad Taste,1987,6.6,44717,"Comedy,Horror,Sci-Fi"
1295,Alien Nation,1988,6.3,14556,"Action,Sci-Fi"
1296,The Dead Pool,1988,6.3,41645,"Action,Crime,Mystery"
1297,The Great Outdoors,1988,6.6,41063,Comedy
1298,Dark Angel,1990,6.1,10760,"Action,Crime,Horror"
1299,The Witches,1990,6.9,45333,"Adventure,Comedy,Family"
1300,Ernest Scared Stupid,1991,5.8,10822,"Comedy,Family,Fantasy"
1301,Highlander II: The Quickening,1991,4.2,44173,"Action,Adventure,Fantasy"
1302,Lik wong,1991,7.1,12888,"Action,Comedy,Thriller"
1303,Out for Justice,1991,6.1,21962,"Action,Crime,Drama"
1304,Sleepwalkers,1992,5.3,20840,"Fantasy,Horror"
1305,Canadian Bacon,1995,5.9,16255,Comedy
1306,The Flintstones,1994,4.9,77211,"Comedy,Family,Fantasy"
1307,In the Army Now,1994,5.0,12895,"Comedy,War"
1308,Babe,1995,6.8,118621,"Comedy,Drama,Family"
1309,Fair Game,1995,4.3,12323,"Action,Romance,Thriller"
1310,Friday,1995,7.3,102766,"Comedy,Drama"
1311,Kids,1995,7.1,74380,Drama
1312,Bottle Rocket,1996,7.0,71663,"Comedy,Crime,Drama"
1313,The Glimmer Man,1996,5.4,19099,"Action,Comedy,Crime"
1314,The Hunchback of Notre Dame,1996,6.9,145345,"Animation,Drama,Family"
1315,The Full Monty,1997,7.2,100605,"Comedy,Drama"
1316,Gridlock'd,1997,6.9,14854,"Comedy,Crime,Drama"
1317,The Big Hit,1998,6.1,28915,"Action,Comedy,Crime"
1318,Knock Off,1998,4.9,14180,"Action,Crime,Thriller"
1319,Slums of Beverly Hills,1998,6.6,12222,"Comedy,Drama"
1320,Paulie,1998,6.5,14525,"Adventure,Comedy,Drama"
1321,Drive Me Crazy,1999,5.8,18531,"Comedy,Drama,Romance"
1322,Waking Ned,1998,7.3,25546,Comedy
1323,I Kina spiser de hunde,1999,7.4,20622,"Action,Comedy,Crime"
1324,Down to You,2000,5.0,14523,"Comedy,Drama,Romance"
1325,Thir13en Ghosts,2001,5.6,81129,"Fantasy,Horror"
1326,Joe Dirt,2001,6.0,52665,"Adventure,Comedy,Drama"
1327,Surviving Christmas,2004,5.4,23337,"Comedy,Romance"
1328,Hababam Sinifi Sinifta Kaldi,1976,8.9,22295,Comedy
1329,Iris,2001,7.0,17447,"Biography,Drama,Romance"
1330,Ghost Ship,2002,5.5,95268,Horror
1331,Rush Hour 3,2007,6.2,156372,"Action,Comedy,Crime"
1332,Ballistic: Ecks vs. Sever,2002,3.7,19341,"Action,Crime,Mystery"
1333,A Mighty Wind,2003,7.2,26514,"Comedy,Music"
1334,Haute tension,2003,6.8,68708,Horror
1335,The Forgotten,2004,5.8,64366,"Drama,Mystery,Sci-Fi"
1336,Robots,2005,6.3,135872,"Animation,Adventure,Comedy"
1337,New York Minute,2004,5.0,22253,"Comedy,Crime,Family"
1338,D.E.B.S.,2004,5.3,15054,"Action,Comedy,Romance"
1339,The Woods,2006,5.7,11045,"Horror,Mystery,Thriller"
1340,Saving Face,2004,7.4,10603,"Comedy,Drama,Romance"
1341,The Football Factory,2004,6.8,29211,"Crime,Drama,Sport"
1342,Monster House,2006,6.6,104775,"Animation,Comedy,Family"
1343,Bee Movie,2007,6.1,146925,"Animation,Adventure,Comedy"
1344,The Grudge,2004,5.9,139959,"Horror,Mystery,Thriller"
1345,The Notorious Bettie Page,2005,6.5,10567,"Biography,Drama"
1346,Taxidermia,2006,6.9,16729,"Comedy,Drama,Horror"
1347,Me and You and Everyone We Know,2005,7.3,35519,"Comedy,Drama"
1348,Pledge This!,2006,1.8,16872,Comedy
1349,The Texas Chainsaw Massacre: The Beginning,2006,5.8,68639,"Horror,Thriller"
1350,Ice Age: The Meltdown,2006,6.8,261406,"Animation,Adventure,Comedy"
1351,Paradise Now,2005,7.4,22591,"Crime,Drama,Thriller"
1352,The Night Listener,2006,5.9,14836,"Crime,Drama,Horror"
1353,The Breed,2006,5.1,12703,"Action,Comedy,Horror"
1354,Angel-A,2005,7.1,32621,"Comedy,Drama,Fantasy"
1355,Bella,2006,7.1,10452,"Drama,Romance"
1356,The Pleasure of Your Company,2006,5.6,15262,"Comedy,Romance"
1357,Wind Chill,2007,5.8,22126,"Adventure,Drama,Horror"
1358,License to Wed,2007,5.3,38341,"Comedy,Romance"
1359,Planet 51,2009,6.0,51860,"Animation,Adventure,Comedy"
1360,A Thousand Words,2012,5.9,41089,"Comedy,Drama"
1361,13,2010,6.1,40776,"Crime,Drama,Thriller"
1362,The Hottie & the Nottie,2008,1.9,36268,"Comedy,Romance"
1363,Taxi 4,2007,5.6,27042,"Action,Comedy,Crime"
1364,Blood: The Last Vampire,2009,5.3,14511,"Action,Adventure,Fantasy"
1365,Jack and Jill,2011,3.3,79564,Comedy
1366,The Girl Next Door,2007,6.6,24351,"Crime,Drama,Horror"
1367,Hotel Transylvania,2012,7.1,230718,"Animation,Comedy,Family"
1368,The Darjeeling Limited,2007,7.2,185111,"Adventure,Comedy,Drama"
1369,Semi-Pro,2008,5.8,79388,"Comedy,Sport"
1370,Sunshine Cleaning,2008,6.8,70225,"Comedy,Drama"
1371,Rabbit Hole,2010,7.0,47921,Drama
1372,The Happening,2008,5.0,198111,"Drama,Mystery,Sci-Fi"
1373,Beverly Hills Chihuahua,2008,3.8,23123,"Adventure,Comedy,Drama"
1374,Eden Lake,2008,6.8,78702,"Horror,Thriller"
1375,Bill & Ted Face the Music,2020,6.0,33822,"Adventure,Comedy,Music"
1376,Paul Blart: Mall Cop,2009,5.2,105011,"Action,Comedy,Crime"
1377,When in Rome,2010,5.6,60358,"Comedy,Romance"
1378,Le Petit Nicolas,2009,7.1,12599,"Comedy,Family"
1379,Evil Dead,2013,6.5,159059,Horror
1380,The Happytime Murders,2018,5.4,25642,"Action,Comedy,Crime"
1381,Wrecked,2010,5.3,15790,"Adventure,Drama,Mystery"
1382,Burke and Hare,2010,6.2,19583,"Comedy,Crime,History"
1383,The Beaver,2011,6.6,47820,Drama
1384,The Resident,2011,5.3,26802,"Drama,Horror,Mystery"
1385,Cyrus,2010,6.3,34094,"Comedy,Drama,Romance"
1386,Butter,2011,6.2,20840,"Comedy,Drama"
1387,And Soon the Darkness,2010,5.1,16767,"Drama,Horror,Mystery"
1388,Dog Pound,2010,7.0,11503,"Crime,Drama"
1389,Broken,2012,7.3,13634,"Drama,Romance"
1390,Gravity,2013,7.7,781002,"Drama,Sci-Fi,Thriller"
1391,Killing Season,2013,5.4,36252,"Action,Drama,Thriller"
1392,Restless,2011,6.8,17488,"Drama,Romance"
1393,Area 51,2015,4.2,13459,"Horror,Mystery,Sci-Fi"
1394,The Vatican Tapes,2015,4.8,14541,"Horror,Thriller"
1395,The Human Centipede II (Full Sequence),2011,3.8,36510,Horror
1396,Paranormal Activity 2,2010,5.7,99726,"Horror,Mystery"
1397,Premium Rush,2012,6.5,111021,"Action,Crime,Thriller"
1398,Fallen,2016,5.4,13861,"Drama,Fantasy,Romance"
1399,Elephant White,2011,5.1,10482,"Action,Crime,Thriller"
1400,One for the Money,2012,5.3,41223,"Action,Comedy,Crime"
1401,Better Living Through Chemistry,2014,6.3,14492,"Comedy,Drama"
1402,Free Birds,2013,5.8,22822,"Animation,Adventure,Comedy"
1403,Trespass,2011,5.3,42136,"Crime,Drama,Thriller"
1404,Planes,2013,5.7,42986,"Animation,Adventure,Comedy"
1405,The Vault,2017,4.8,12430,"Crime,Horror,Mystery"
1406,Kokuriko-zaka kara,2011,7.4,37836,"Animation,Drama,Family"
1407,Very Good Girls,2013,6.0,14637,"Drama,Romance"
1408,Absolutely Fabulous: The Movie,2016,5.4,11977,"Comedy,Crime"
1409,The Final Girls,2015,6.6,37019,"Comedy,Drama,Fantasy"
1410,Earth to Echo,2014,5.8,18451,"Adventure,Family,Sci-Fi"
1411,White Bird in a Blizzard,2014,6.4,27183,"Drama,Mystery,Thriller"
1412,Minions,2015,6.4,217177,"Animation,Adventure,Comedy"
1413,The Selfish Giant,2013,7.3,11744,Drama
1414,Reasonable Doubt,2014,5.7,19079,"Crime,Drama,Thriller"
1415,Galveston,2018,6.2,12797,"Action,Crime,Drama"
1416,Enemy,2013,6.9,173774,"Drama,Mystery,Thriller"
1417,The Machine,2013,6.1,30332,"Action,Drama,Sci-Fi"
1418,Unfinished Business,2015,5.4,32513,"Comedy,Drama"
1419,Shut In,2016,4.8,12984,"Drama,Horror,Mystery"
1420,The One I Love,2014,7.1,36976,"Comedy,Drama,Romance"
1421,Comet,2014,6.8,17846,"Comedy,Drama,Romance"
1422,The Boy Next Door,2015,4.7,39712,Thriller
1423,Cult of Chucky,2017,5.2,21373,"Fantasy,Horror,Thriller"
1424,Fist Fight,2017,5.6,40429,Comedy
1425,45 Years,2015,7.1,31544,"Drama,Romance"
1426,Underworld: Blood Wars,2016,5.8,71299,"Action,Adventure,Fantasy"
1427,400 Days,2015,4.4,10248,"Mystery,Sci-Fi,Thriller"
1428,The Monster,2016,5.4,16389,"Drama,Fantasy,Horror"
1429,Free Fire,2016,6.4,43440,"Action,Comedy,Crime"
1430,It Comes at Night,2017,6.2,86254,"Horror,Mystery,Sci-Fi"
1431,Midnight Sun,2018,6.6,25701,"Drama,Romance"
1432,The SpongeBob Movie: Sponge on the Run,2020,6.0,13460,"Animation,Adventure,Comedy"
1433,Small Town Crime,2017,6.6,10099,"Crime,Mystery,Thriller"
1434,Greyhound,2020,7.0,77760,"Action,Drama,History"
1435,Ghostland,2018,6.4,25864,"Drama,Horror,Mystery"
1436,The Miseducation of Cameron Post,2018,6.6,19404,Drama
1437,The Vast of Night,2019,6.7,32420,"Drama,Mystery,Sci-Fi"
1438,The Lodger: A Story of the London Fog,1927,7.3,10693,"Crime,Drama,Mystery"
1439,I Am a Fugitive from a Chain Gang,1932,8.2,11998,"Crime,Drama,Film-Noir"
1440,Fury,1936,7.9,11502,"Crime,Drama,Film-Noir"
1441,His Girl Friday,1940,7.9,54726,"Comedy,Drama,Romance"
1442,Father of the Bride,1950,7.2,10354,"Comedy,Romance"
1443,Winchester '73,1950,7.6,17163,"Action,Drama,Western"
1444,The Day the Earth Stood Still,1951,7.7,77007,"Drama,Sci-Fi"
1445,Niagara,1953,7.0,15370,"Film-Noir,Thriller"
1446,The Night of the Hunter,1955,8.0,83646,"Crime,Drama,Film-Noir"
1447,3:10 to Yuma,1957,7.6,18586,"Drama,Thriller,Western"
1448,Lord of the Flies,1963,6.9,17973,"Adventure,Drama,Thriller"
1449,I tre volti della paura,1963,7.1,10838,Horror
1450,Help!,1965,7.2,17499,"Adventure,Comedy,Musical"
1451,Ostre sledované vlaky,1966,7.7,11794,"Comedy,Drama,Romance"
1452,Point Blank,1967,7.3,18984,"Crime,Drama,Thriller"
1453,Support Your Local Sheriff!,1969,7.5,10447,"Comedy,Western"
1454,Hercules in New York,1970,3.3,17409,"Adventure,Comedy,Fantasy"
1455,Tales from the Crypt,1972,6.9,10226,"Drama,Horror,Mystery"
1456,Angst essen Seele auf,1974,8.1,19613,"Drama,Romance"
1457,Orca,1977,5.7,10858,"Adventure,Drama,Horror"
1458,Interiors,1978,7.4,18717,Drama
1459,The Brood,1979,6.8,26927,"Horror,Sci-Fi"
1460,The Warriors,1979,7.6,95832,"Action,Crime,Thriller"
1461,Prom Night,1980,5.4,16263,"Horror,Mystery,Thriller"
1462,Halloween II,1981,6.5,76802,Horror
1463,History of the World: Part I,1981,6.9,46673,"Comedy,History,Musical"
1464,The Last Unicorn,1982,7.4,24963,"Animation,Adventure,Drama"
1465,Maratonci trce pocasni krug,1982,8.9,14803,"Comedy,Drama"
1466,Children of the Corn,1984,5.6,48509,"Horror,Thriller"
1467,Repo Man,1984,6.9,34901,"Action,Comedy,Crime"
1468,Death Wish 3,1985,5.9,14429,"Action,Crime,Drama"
1469,Friday the 13th: A New Beginning,1985,4.8,34826,"Horror,Mystery,Thriller"
1470,The Man with One Red Shoe,1985,5.7,15034,"Comedy,Thriller"
1471,Bloodsport,1988,6.8,78728,"Action,Biography,Drama"
1472,Creepshow 2,1987,6.1,23165,"Fantasy,Horror"
1473,Ernest Goes to Camp,1987,5.5,10963,"Comedy,Family"
1474,Beetle Juice,1988,7.5,268753,"Comedy,Fantasy"
1475,Hairspray,1988,6.9,20287,"Comedy,Drama,Family"
1476,Night of the Living Dead,1990,6.9,39514,Horror
1477,Love Potion No. 9,1992,5.7,13356,"Comedy,Fantasy,Romance"
1478,Raising Cain,1992,6.1,14664,"Crime,Drama,Horror"
1479,The Beverly Hillbillies,1993,5.0,17582,"Comedy,Family"
1480,Leprechaun,1993,4.8,24696,"Comedy,Fantasy,Horror"
1481,Airheads,1994,6.1,47162,"Comedy,Crime,Music"
1482,Clerks,1994,7.7,213734,Comedy
1483,Trois couleurs: Blanc,1994,7.6,66594,"Comedy,Drama,Romance"
1484,The Last Supper,1995,6.8,14227,"Comedy,Crime,Drama"
1485,Tales from the Crypt: Demon Knight,1995,6.7,22155,"Action,Fantasy,Horror"
1486,Down Periscope,1996,6.2,21650,Comedy
1487,Flirting with Disaster,1996,6.7,17992,Comedy
1488,Happy Gilmore,1996,7.0,203461,"Comedy,Sport"
1489,George of the Jungle,1997,5.5,73000,"Action,Adventure,Comedy"
1490,Romy and Michele's High School Reunion,1997,6.2,42839,Comedy
1491,Toy Story 2,1999,7.9,537392,"Animation,Adventure,Comedy"
1492,The Adventures of Rocky & Bullwinkle,2000,4.2,19591,"Animation,Adventure,Comedy"
1493,Idle Hands,1999,6.2,40466,"Comedy,Fantasy,Horror"
1494,Jurassic Park III,2001,5.9,300178,"Action,Adventure,Sci-Fi"
1495,Cherry Falls,2000,5.2,12537,"Horror,Mystery,Thriller"
1496,Shadow of the Vampire,2000,6.9,40420,"Drama,Horror"
1497,"Monsters, Inc.",2001,8.1,833270,"Animation,Adventure,Comedy"
1498,Woman on Top,2000,5.3,10033,"Comedy,Fantasy,Romance"
1499,Jason X,2001,4.4,51844,"Action,Horror,Sci-Fi"
1500,Knockaround Guys,2001,6.1,22999,"Crime,Drama,Thriller"
1501,Uptown Girls,2003,6.2,35841,"Comedy,Drama,Romance"
1502,The Scorpion King,2002,5.5,132193,"Action,Adventure,Fantasy"
1503,Bubba Ho-Tep,2002,7.0,46367,"Comedy,Fantasy,Horror"
1504,National Lampoon's Van Wilder,2002,6.4,104806,"Comedy,Romance"
1505,À la folie... pas du tout,2002,7.2,18554,"Romance,Thriller"
1506,The Transporter,2002,6.8,288824,"Action,Crime,Thriller"
1507,Bad Santa,2003,7.0,136731,"Comedy,Crime,Drama"
1508,Daddy Day Care,2003,5.6,64996,"Comedy,Family"
1509,If Only,2004,7.1,31708,"Comedy,Drama,Fantasy"
1510,Saved!,2004,6.7,44855,"Comedy,Drama"
1511,EuroTrip,2004,6.6,199085,Comedy
1512,Ju-on,2002,6.7,41976,Horror
1513,Dodgeball: A True Underdog Story,2004,6.7,233207,"Comedy,Sport"
1514,The Three Stooges,2012,5.1,30359,"Comedy,Family"
1515,The Ice Harvest,2005,6.2,23294,"Comedy,Crime,Drama"
1516,My Sassy Girl,2008,6.3,19642,"Comedy,Drama,Romance"
1517,The Marine,2006,4.7,32729,"Action,Comedy,Drama"
1518,Are We Done Yet?,2007,4.3,19989,"Comedy,Family,Fantasy"
1519,Thank You for Smoking,2005,7.6,214644,"Comedy,Drama"
1520,The Possession,2012,5.9,57921,"Horror,Mystery,Thriller"
1521,Behind the Mask: The Rise of Leslie Vernon,2006,6.7,22197,"Comedy,Horror,Thriller"
1522,Kung Fu Panda,2008,7.6,429451,"Animation,Action,Adventure"
1523,Hancock,2008,6.4,451987,"Action,Drama,Fantasy"
1524,London,2005,6.5,22611,"Drama,Romance"
1525,The Butterfly Effect 2,2006,4.5,34750,"Drama,Sci-Fi,Thriller"
1526,Nacho Libre,2006,5.8,82799,"Comedy,Family,Sport"
1527,Rambo,2008,7.0,221136,"Action,Thriller"
1528,The Cottage,2008,6.1,12042,"Comedy,Crime,Horror"
1529,Notes on a Scandal,2006,7.4,75529,"Crime,Drama,Romance"
1530,Starter for 10,2006,6.7,22372,"Comedy,Drama,Romance"
1531,Los cronocrímenes,2007,7.2,59862,"Horror,Mystery,Sci-Fi"
1532,"Je vais bien, ne t'en fais pas",2006,7.4,10223,Drama
1533,4: Rise of the Silver Surfer,2007,5.6,253746,"Action,Adventure,Fantasy"
1534,The Haunting in Connecticut,2009,5.9,59877,"Drama,Horror,Mystery"
1535,Furry Vengeance,2010,3.8,16067,"Comedy,Family"
1536,Neseli Günler,1978,8.7,10373,"Comedy,Drama,Family"
1537,Red Dog,2011,7.4,17088,"Biography,Comedy,Drama"
1538,Dracula Untold,2014,6.3,183477,"Action,Drama,Fantasy"
1539,Underworld: Rise of the Lycans,2009,6.6,153221,"Action,Fantasy,Thriller"
1540,The Pink Panther 2,2009,5.6,43084,"Action,Adventure,Comedy"
1541,Mr. Peabody & Sherman,2014,6.8,64201,"Animation,Adventure,Comedy"
1542,Lions for Lambs,2007,6.2,48110,"Crime,Drama,Mystery"
1543,Barda,2007,7.0,12025,"Crime,Drama,Thriller"
1544,Alvin and the Chipmunks,2007,5.2,78731,"Animation,Adventure,Comedy"
1545,Shotgun Stories,2007,7.2,10085,"Drama,Thriller"
1546,Miss Pettigrew Lives for a Day,2008,7.1,26857,"Comedy,Romance"
1547,Mary and Max,2009,8.1,167554,"Animation,Comedy,Drama"
1548,The Knight Before Christmas,2019,5.5,15351,"Adventure,Comedy,Drama"
1549,Choke,2008,6.4,31717,"Comedy,Drama"
1550,Black Christmas,2019,3.4,12766,"Horror,Mystery,Thriller"
1551,The Hole,2009,5.7,22624,"Fantasy,Thriller"
1552,Hamlet 2,2008,6.3,16598,"Comedy,Music"
1553,Saw V,2008,5.8,117705,"Crime,Horror,Mystery"
1554,Bronson,2008,7.1,122941,"Action,Biography,Crime"
1555,From Paris with Love,2010,6.4,113461,"Action,Crime,Thriller"
1556,Tyrannosaur,2011,7.6,30809,Drama
1557,Extract,2009,6.1,45971,"Comedy,Crime,Romance"
1558,Død snø,2009,6.3,64822,"Comedy,Fantasy,Horror"
1559,Easy A,2010,7.0,366327,"Comedy,Drama,Romance"
1560,Bad Teacher,2011,5.6,195646,"Comedy,Romance"
1561,Bullet to the Head,2012,5.7,48047,"Action,Crime,Thriller"
1562,Death at a Funeral,2010,5.7,47558,Comedy
1563,Taken 2,2012,6.3,293295,"Action,Crime,Thriller"
1564,Celeste & Jesse Forever,2012,6.6,30136,"Comedy,Drama,Romance"
1565,"I, Frankenstein",2014,5.1,78858,"Action,Fantasy,Sci-Fi"
1566,Perfect Sense,2011,7.1,57534,"Drama,Romance,Sci-Fi"
1567,Vanishing on 7th Street,2010,4.9,25206,"Horror,Mystery,Thriller"
1568,Goon,2011,6.8,84618,"Comedy,Drama,Sport"
1569,The Human Centipede (First Sequence),2009,4.4,74532,Horror
1570,Max Steel,2016,4.6,18612,"Action,Adventure,Fantasy"
1571,The Caller,2011,6.1,10593,Thriller
1572,Another Earth,2011,6.9,92276,"Drama,Romance,Sci-Fi"
1573,Skyline,2010,4.4,87749,"Action,Sci-Fi,Thriller"
1574,Texas Chainsaw 3D,2013,4.8,46554,"Horror,Thriller"
1575,Final Destination 5,2011,5.8,108629,"Action,Horror,Thriller"
1576,ParaNorman,2012,7.0,95968,"Animation,Adventure,Comedy"
1577,Trolls,2016,6.5,74238,"Animation,Adventure,Comedy"
1578,Grave Encounters,2011,6.1,53891,"Horror,Mystery"
1579,Before I Go to Sleep,2014,6.4,74107,"Drama,Mystery,Thriller"
1580,Bad Santa 2,2016,5.6,23650,"Comedy,Crime,Drama"
1581,Freaks of Nature,2015,5.9,11324,"Comedy,Horror,Sci-Fi"
1582,Berberian Sound Studio,2012,6.2,14985,"Drama,Horror,Thriller"
1583,Juan de los muertos,2011,6.4,10015,"Action,Adventure,Comedy"
1584,The Darkness,2016,4.5,15077,"Horror,Thriller"
1585,True Crimes,2016,4.7,13885,"Crime,Drama,Thriller"
1586,Penguins of Madagascar,2014,6.7,82348,"Animation,Adventure,Comedy"
1587,Everly,2014,5.1,17544,"Action,Thriller"
1588,Let It Snow,2019,5.8,18674,"Comedy,Romance"
1589,Brake,2012,6.1,11460,Thriller
1590,Wild Card,2015,5.6,52236,"Action,Crime,Drama"
1591,The SpongeBob Movie: Sponge Out of Water,2015,6.0,50757,"Animation,Action,Adventure"
1592,Unicorn Store,2017,5.5,18037,"Comedy,Drama,Fantasy"
1593,Bastille Day,2016,6.3,40028,"Action,Crime,Drama"
1594,Howl,2015,5.4,12411,"Action,Fantasy,Horror"
1595,G.B.F.,2013,5.9,10681,"Comedy,Drama,Romance"
1596,The Canal,2014,5.9,13548,"Horror,Mystery,Thriller"
1597,The Salvation,2014,6.7,37153,"Action,Drama,Thriller"
1598,Backcountry,2014,6.0,19659,"Adventure,Drama,Horror"
1599,Return to Sender,2015,5.1,12475,"Drama,Thriller"
1600,Alvin and the Chipmunks: The Road Chip,2015,5.0,17487,"Animation,Adventure,Comedy"
1601,Bad Grandpa,2013,6.5,90100,Comedy
1602,I Am Wrath,2016,5.4,14005,"Action,Thriller"
1603,Jigsaw,2017,5.8,71735,"Crime,Horror,Mystery"
1604,Friend Request,2016,5.3,24709,"Horror,Mystery,Thriller"
1605,The Trust,2016,5.4,18230,"Crime,Thriller"
1606,The VVitch: A New-England Folktale,2015,6.9,214947,"Drama,Horror,Mystery"
1607,Extraction,2015,4.1,10539,"Action,Thriller"
1608,Neighbors 2: Sorority Rising,2016,5.7,115760,Comedy
1609,The Prodigy,2019,5.9,24027,"Fantasy,Horror,Mystery"
1610,Morgan,2016,5.8,40589,"Action,Horror,Sci-Fi"
1611,I Spit on Your Grave 3: Vengeance Is Mine,2015,5.2,12271,"Horror,Thriller"
1612,This Beautiful Fantastic,2016,6.9,10298,"Comedy,Drama,Romance"
1613,Fifty Shades of Black,2016,3.5,20151,Comedy
1614,Unfriended: Dark Web,2018,6.0,28817,"Horror,Mystery,Thriller"
1615,Tarde para la ira,2016,6.8,11010,"Action,Crime,Drama"
1616,Don't Think Twice,2016,6.7,16966,"Comedy,Drama"
1617,Wildling,2018,5.5,12392,"Drama,Fantasy,Horror"
1618,Thoroughbreds,2017,6.7,37598,"Comedy,Crime,Drama"
1619,Killing Gunther,2017,4.8,12374,"Action,Comedy,Thriller"
1620,A Ghost Story,2017,6.9,63230,"Drama,Fantasy,Romance"
1621,Stockholm,2018,6.1,11449,"Biography,Comedy,Crime"
1622,Haunt,2019,6.3,22885,"Horror,Thriller"
1623,A Rainy Day in New York,2019,6.5,34540,"Comedy,Romance"
1624,Singularity,2017,3.8,13137,"Action,Adventure,Drama"
1625,A Christmas Prince,2017,5.8,17339,"Comedy,Family,Romance"
1626,Thunder Road,2018,7.1,15555,"Comedy,Drama"
1627,Nobody,2021,7.4,99001,"Action,Crime,Drama"
1628,Someone Great,2019,6.2,19033,"Comedy,Romance"
1629,The Phantom of the Opera,1925,7.6,17096,Horror
1630,Scarface,1932,7.8,25922,"Action,Crime,Drama"
1631,Run Silent Run Deep,1958,7.3,10602,"Action,Drama,War"
1632,Coogan's Bluff,1968,6.4,16030,"Action,Comedy,Crime"
1633,Pink Flamingos,1972,6.1,22579,"Comedy,Crime"
1634,Battle for the Planet of the Apes,1973,5.5,29223,"Action,Sci-Fi"
1635,Ivan Vasilevich menyaet professiyu,1973,8.4,15403,"Adventure,Comedy,Sci-Fi"
1636,Sisters,1972,6.9,16341,"Horror,Mystery,Thriller"
1637,Blazing Saddles,1974,7.7,128370,"Comedy,Western"
1638,Death Wish,1974,7.0,36673,"Action,Crime,Drama"
1639,Bugsy Malone,1976,6.9,16657,"Comedy,Crime,Family"
1640,Annie Hall,1977,8.0,254912,"Comedy,Romance"
1641,Paura nella città dei morti viventi,1980,6.3,16108,Horror
1642,The Dark Crystal,1982,7.2,63124,"Adventure,Family,Fantasy"
1643,First Blood,1982,7.7,233051,"Action,Adventure"
1644,A Christmas Story,1983,7.9,133985,"Comedy,Family"
1645,Cujo,1983,6.1,40761,"Horror,Thriller"
1646,The Man with Two Brains,1983,6.4,24557,"Comedy,Romance,Sci-Fi"
1647,Staying Alive,1983,4.7,14894,"Drama,Music,Romance"
1648,All of Me,1984,6.7,17192,"Comedy,Fantasy,Romance"
1649,Sixteen Candles,1984,7.0,107776,"Comedy,Romance"
1650,Streets of Fire,1984,6.7,19006,"Action,Crime,Drama"
1651,House,1985,6.2,23996,"Comedy,Fantasy,Horror"
1652,One Crazy Summer,1986,6.4,14224,"Comedy,Romance"
1653,Psycho III,1986,5.4,13456,"Horror,Mystery,Thriller"
1654,Ruthless People,1986,6.9,26361,"Comedy,Crime"
1655,The Wraith,1986,6.0,15309,"Action,Horror,Romance"
1656,Over the Top,1987,5.8,51231,"Action,Drama,Sport"
1657,"Planes, Trains & Automobiles",1987,7.6,127252,"Comedy,Drama"
1658,The Lair of the White Worm,1988,5.9,10293,"Comedy,Horror"
1659,Moonwalker,1988,6.1,16160,"Action,Crime,Fantasy"
1660,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,51146,Horror
1661,"Honey, I Shrunk the Kids",1989,6.4,145728,"Adventure,Comedy,Family"
1662,Look Who's Talking,1989,5.9,78186,Comedy
1663,Another 48 Hrs.,1990,5.9,39545,"Action,Comedy,Crime"
1664,Marked for Death,1990,6.0,20391,"Action,Adventure,Crime"
1665,Tales from the Darkside: The Movie,1990,6.3,15771,"Comedy,Fantasy,Horror"
1666,Teenage Mutant Ninja Turtles,1990,6.8,87220,"Action,Adventure,Comedy"
